Created At,Tweet,Cleaned,Slang Converted,Remove Stop Words,Stemmed,Tokenized,Sentiment,Sentiment Probabilities,Date
2025-02-19 10:54:27+00:00,@setkabgoid Ini baru yang namanya makan siang gratis bergizi tinggi.,ini baru yang namanya makan siang gratis bergizi tinggi,ini baru yang namanya makan siang gratis bergizi tinggi,namanya makan siang gratis bergizi,nama makan siang gratis gizi,"['nama', 'makan', 'siang', 'gratis', 'gizi']",netral,"[0.10020863264799118, 0.8987541198730469, 0.0010371973039582372]",2025-02-19
2025-02-19 10:35:26+00:00,@eleanorr234 hapus makan siang gratis  sediakan lapangan kerja yg cukup untuk rakyat  biar keluarga bisa ngasih makan bergizi 3 x sehari. https://t.co/yEEFbt1VMX,hapus makan siang gratis sediakan lapangan kerja yg cukup untuk rakyat biar keluarga bisa ngasih makan bergizi x sehari,hapus makan siang gratis sediakan lapangan kerja yang cukup untuk rakyat biar keluarga bisa mengasih makan bergizi kali sehari,hapus makan siang gratis sediakan lapangan kerja rakyat biar keluarga mengasih makan bergizi kali sehari,hapus makan siang gratis sedia lapang kerja rakyat biar keluarga asih makan gizi kali hari,"['hapus', 'makan', 'siang', 'gratis', 'sedia', 'lapang', 'kerja', 'rakyat', 'biar', 'keluarga', 'asih', 'makan', 'gizi', 'kali', 'hari']",netral,"[0.0003483090258669108, 0.9729941487312317, 0.026657456532120705]",2025-02-19
2025-02-19 09:47:15+00:00,Kapolres Tebing Tinggi Melaksanakan kegiatan Program Pemerintah perihal pemberian Makan Siang Bergizi Gratis kepada murid murid TK Kemala Bhayangkari 4 Kota Tebing Tinggi.  #polrihadirditengahmasyarakat #untungadapolisi #polisiadadimanamana  @DivHumas_Polri @HumasPoldaSumut https://t.co/hTV6SOI11W,kapolres tebing tinggi melaksanakan kegiatan program pemerintah perihal pemberian makan siang bergizi gratis kepada murid murid tk kemala bhayangkari kota tebing tinggi,kapolres tebing tinggi melaksanakan kegiatan program pemerintah perihal pemberian makan siang bergizi gratis kepada murid murid tak kemala bhayangkari kota tebing tinggi,kapolres tebing melaksanakan kegiatan program pemerintah perihal pemberian makan siang bergizi gratis murid murid kemala bhayangkari kota tebing,kapolres tebing laksana giat program perintah perihal beri makan siang gizi gratis murid murid kemala bhayangkari kota tebing,"['kapolres', 'tebing', 'laksana', 'giat', 'program', 'perintah', 'perihal', 'beri', 'makan', 'siang', 'gizi', 'gratis', 'murid', 'murid', 'kemala', 'bhayangkari', 'kota', 'tebing']",netral,"[0.00015366428124252707, 0.9996495246887207, 0.00019685400184243917]",2025-02-19
2025-02-19 09:15:04+00:00,@MurtadhaOne1 @LaiElfrid Program Ambisius ternyata hanya MBG ( makan siang bergizi gratis IDN 10.000 an ),program ambisius ternyata hanya mbg makan siang bergizi gratis idn an,program ambisius ternyata hanya makan bergizi gratis makan siang bergizi gratis idn an,program ambisius makan bergizi gratis makan siang bergizi gratis idn an,program ambisius makan gizi gratis makan siang gizi gratis idn an,"['program', 'ambisius', 'makan', 'gizi', 'gratis', 'makan', 'siang', 'gizi', 'gratis', 'idn', 'an']",netral,"[0.0003463164030108601, 0.9991273283958435, 0.0005263456841930747]",2025-02-19
2025-02-19 09:02:21+00:00,"@BBCIndonesia Emang aneh sama Makan Siang Gratis, kek ribet banget, kalo ribet tenaganya gratis kan gapapa, ni pengelolanya pasti dapet ceper2an/keluar duit buat gaji lagi. Kalo emang ngasi makan ya duit aja kasi titip ke sekolah, terus di sekolah wajib ada makanan bergizi yg dibeli siswa",emang aneh sama makan siang gratis kek ribet banget kalo ribet tenaganya gratis kan gapapa ni pengelolanya pasti dapet ceperankeluar duit buat gaji lagi kalo emang ngasi makan ya duit aja kasi titip ke sekolah terus di sekolah wajib ada makanan bergizi yg dibeli siswa,memang aneh sama makan siang gratis kayak ribet banget kalo ribet tenaganya gratis kan gapapa ini pengelolanya pasti dapat ceperankeluar duit buat gaji lagi kalo memang mengasih makan ya duit saja kasih titip ke sekolah terus di sekolah wajib ada makanan bergizi yang dibeli siswa,aneh makan siang gratis kayak ribet banget kalo ribet tenaganya gratis gapapa pengelolanya ceperankeluar duit gaji kalo mengasih makan ya duit kasih titip sekolah sekolah wajib makanan bergizi dibeli siswa,aneh makan siang gratis kayak ribet banget kalo ribet tenaga gratis gapapa kelola ceperankeluar duit gaji kalo asih makan ya duit kasih titip sekolah sekolah wajib makan gizi beli siswa,"['aneh', 'makan', 'siang', 'gratis', 'kayak', 'ribet', 'banget', 'kalo', 'ribet', 'tenaga', 'gratis', 'gapapa', 'kelola', 'ceperankeluar', 'duit', 'gaji', 'kalo', 'asih', 'makan', 'ya', 'duit', 'kasih', 'titip', 'sekolah', 'sekolah', 'wajib', 'makan', 'gizi', 'beli', 'siswa']",negatif,"[0.00015948385407682508, 0.0005310808192007244, 0.9993094205856323]",2025-02-19
2025-02-19 08:22:52+00:00,"Kapolres Tebing Tinggi, AKBP Drs. Simon Paulus Sinulingga, S.H., bersama Ketua Pengurus Yayasan Kemala Bhayangkari Cabang Tebing Tinggi, Ny. Mahdalena Simon Sinulingga, serta jajaran Polres Tebing Tinggi, melaksanakan program pemberian makan siang bergizi gratis kepada murid- https://t.co/wAGdlq1sQl",kapolres tebing tinggi akbp drs simon paulus sinulingga sh bersama ketua pengurus yayasan kemala bhayangkari cabang tebing tinggi ny mahdalena simon sinulingga serta jajaran polres tebing tinggi melaksanakan program pemberian makan siang bergizi gratis kepada murid,kapolres tebing tinggi akbp drs simon paulus sinulingga sh bersama ketua pengurus yayasan kemala bhayangkari cabang tebing tinggi nya mahdalena simon sinulingga serta jajaran polres tebing tinggi melaksanakan program pemberian makan siang bergizi gratis kepada murid,kapolres tebing akbp drs simon paulus sinulingga sh ketua pengurus yayasan kemala bhayangkari cabang tebing nya mahdalena simon sinulingga jajaran polres tebing melaksanakan program pemberian makan siang bergizi gratis murid,kapolres tebing akbp drs simon paulus sinulingga sh ketua urus yayasan kemala bhayangkari cabang tebing nya mahdalena simon sinulingga jajar polres tebing laksana program beri makan siang gizi gratis murid,"['kapolres', 'tebing', 'akbp', 'drs', 'simon', 'paulus', 'sinulingga', 'sh', 'ketua', 'urus', 'yayasan', 'kemala', 'bhayangkari', 'cabang', 'tebing', 'nya', 'mahdalena', 'simon', 'sinulingga', 'jajar', 'polres', 'tebing', 'laksana', 'program', 'beri', 'makan', 'siang', 'gizi', 'gratis', 'murid']",netral,"[0.0002739460323937237, 0.9995424747467041, 0.0001836048177210614]",2025-02-19
2025-02-19 07:45:59+00:00,Makan siang bergizi gratis https://t.co/RxmZrR3mGw,makan siang bergizi gratis,makan siang bergizi gratis,makan siang bergizi gratis,makan siang gizi gratis,"['makan', 'siang', 'gizi', 'gratis']",positif,"[0.6751384139060974, 0.3229947090148926, 0.0018668805714696646]",2025-02-19
2025-02-19 07:38:36+00:00,makan siang bergizi gratis dari chef @fluffcakelove https://t.co/d9wKuyg0sK,makan siang bergizi gratis dari chef,makan siang bergizi gratis dari chef,makan siang bergizi gratis chef,makan siang gizi gratis chef,"['makan', 'siang', 'gizi', 'gratis', 'chef']",netral,"[0.09321082383394241, 0.9060001373291016, 0.0007891115383245051]",2025-02-19
2025-02-19 07:16:05+00:00,"PAPUA HARUS MELAWAN PAPUA BUTUH PENDIDIKAN  yang BERGIZI, bukan makan siang gratis‼️‼️‼️‼️‼️‼️",papua harus melawan papua butuh pendidikan yang bergizi bukan makan siang gratis,papua harus melawan papua butuh pendidikan yang bergizi bukan makan siang gratis,papua melawan papua butuh pendidikan bergizi makan siang gratis,papua lawan papua butuh didik gizi makan siang gratis,"['papua', 'lawan', 'papua', 'butuh', 'didik', 'gizi', 'makan', 'siang', 'gratis']",netral,"[0.0010365950874984264, 0.997265100479126, 0.0016983457608148456]",2025-02-19
2025-02-19 07:15:37+00:00,"Resiko kasih makan org banyak itu macam"". Tapi tetap saja dipertahankan sebagai program unggulan. Sementara rakyat itu butuh pendidikan gratis, soal makan bergizi yg paling tahu itu adalah orang tuanya. Karena mereka makan tdk hanya di siang hari, sarapan &amp; makan malam juga.",resiko kasih makan org banyak itu macam tapi tetap saja dipertahankan sebagai program unggulan sementara rakyat itu butuh pendidikan gratis soal makan bergizi yg paling tahu itu adalah orang tuanya karena mereka makan tdk hanya di siang hari sarapan amp makan malam juga,resiko kasih makan orang banyak itu macam tapi tetap saja dipertahankan sebagai program unggulan sementara rakyat itu butuh pendidikan gratis soal makan bergizi yang paling tahu itu adalah orang tuanya karena mereka makan tidak hanya di siang hari sarapan amp makan malam juga,resiko kasih makan orang dipertahankan program unggulan rakyat butuh pendidikan gratis makan bergizi orang tuanya makan siang sarapan amp makan malam,resiko kasih makan orang tahan program unggul rakyat butuh didik gratis makan gizi orang tua makan siang sarap amp makan malam,"['resiko', 'kasih', 'makan', 'orang', 'tahan', 'program', 'unggul', 'rakyat', 'butuh', 'didik', 'gratis', 'makan', 'gizi', 'orang', 'tua', 'makan', 'siang', 'sarap', 'amp', 'makan', 'malam']",netral,"[0.00047037340118549764, 0.9913267493247986, 0.008202921599149704]",2025-02-19
2025-02-19 07:09:29+00:00,"REALITA PROGRAM MBG DAN DUKUNGAN PARA ORTU KURANG AJAR  ironisnya masih banyak orang tua yang sampai hari ini dengan lantang (dan tidak tahu malu) membela rezim ini dan program-program baunya, termasuk program tolol makan siang bergizi (buruk) gratis yang sangat ga penting itu.",realita program mbg dan dukungan para ortu kurang ajar ironisnya masih banyak orang tua yang sampai hari ini dengan lantang dan tidak tahu malu membela rezim ini dan programprogram baunya termasuk program tolol makan siang bergizi buruk gratis yang sangat ga penting itu,realita program makan bergizi gratis dan dukungan para orang tua kurang ajar ironisnya masih banyak orang tua yang sampai hari ini dengan lantang dan tidak tahu malu membela rezim ini dan programprogram baunya termasuk program tolol makan siang bergizi buruk gratis yang sangat enggak penting itu,realita program makan bergizi gratis dukungan orang tua ajar ironisnya orang tua lantang malu membela rezim programprogram baunya program tolol makan siang bergizi buruk gratis,realita program makan gizi gratis dukung orang tua ajar ironis orang tua lantang malu bela rezim programprogram bau program tolol makan siang gizi buruk gratis,"['realita', 'program', 'makan', 'gizi', 'gratis', 'dukung', 'orang', 'tua', 'ajar', 'ironis', 'orang', 'tua', 'lantang', 'malu', 'bela', 'rezim', 'programprogram', 'bau', 'program', 'tolol', 'makan', 'siang', 'gizi', 'buruk', 'gratis']",negatif,"[3.521074540913105e-05, 0.00013476550520863384, 0.9998300075531006]",2025-02-19
2025-02-19 06:37:27+00:00,@triorimisser Terimakasih rakyatku  Semoga jadi makan siang bergizi gratis,terimakasih rakyatku semoga jadi makan siang bergizi gratis,terimakasih rakyatku semoga jadi makan siang bergizi gratis,terimakasih rakyatku semoga makan siang bergizi gratis,terimakasih rakyat moga makan siang gizi gratis,"['terimakasih', 'rakyat', 'moga', 'makan', 'siang', 'gizi', 'gratis']",positif,"[0.9724850058555603, 0.026867756620049477, 0.0006472578970715404]",2025-02-19
2025-02-19 06:01:41+00:00,@kompascom makan siang bergizi gratis buat singa,makan siang bergizi gratis buat singa,makan siang bergizi gratis buat singa,makan siang bergizi gratis singa,makan siang gizi gratis singa,"['makan', 'siang', 'gizi', 'gratis', 'singa']",netral,"[0.003963066264986992, 0.9957738518714905, 0.0002630157978273928]",2025-02-19
2025-02-19 05:16:09+00:00,"Polri melalui Polres Kampar membangun dapur umum untuk menyediakan makan siang bergizi gratis bagi para siswa yang berada di Kabupaten Kampar, Riau. https://t.co/UDUiVRwVGr",polri melalui polres kampar membangun dapur umum untuk menyediakan makan siang bergizi gratis bagi para siswa yang berada di kabupaten kampar riau,polri melalui polres kampar membangun dapur umum untuk menyediakan makan siang bergizi gratis bagi para siswa yang berada di kabupaten kampar riau,polri polres kampar membangun dapur menyediakan makan siang bergizi gratis siswa kabupaten kampar riau,polri polres kampar bangun dapur sedia makan siang gizi gratis siswa kabupaten kampar riau,"['polri', 'polres', 'kampar', 'bangun', 'dapur', 'sedia', 'makan', 'siang', 'gizi', 'gratis', 'siswa', 'kabupaten', 'kampar', 'riau']",netral,"[0.00011751284910133108, 0.9995830655097961, 0.0002994820533785969]",2025-02-19
2025-02-19 05:07:32+00:00,@unviellage Alhamdulillah dapet makan siang gratis🙏🏻 bergizi lagi🏃🏻‍♀️,alhamdulillah dapet makan siang gratis bergizi lagi,alhamdulillah dapat makan siang gratis bergizi lagi,alhamdulillah makan siang gratis bergizi,alhamdulillah makan siang gratis gizi,"['alhamdulillah', 'makan', 'siang', 'gratis', 'gizi']",positif,"[0.9996680021286011, 0.00019541772780939937, 0.00013654044596478343]",2025-02-19
2025-02-19 04:56:52+00:00,Lebih baik pendidikan gratis lebih baik daripada Makan siang bergizi gratis . Berubah lebih baik daripada unfaedah.,lebih baik pendidikan gratis lebih baik daripada makan siang bergizi gratis berubah lebih baik daripada unfaedah,lebih baik pendidikan gratis lebih baik daripada makan siang bergizi gratis berubah lebih baik daripada unfaedah,pendidikan gratis makan siang bergizi gratis berubah unfaedah,didik gratis makan siang gizi gratis ubah unfaedah,"['didik', 'gratis', 'makan', 'siang', 'gizi', 'gratis', 'ubah', 'unfaedah']",netral,"[0.0025161176454275846, 0.9972568154335022, 0.0002270320401294157]",2025-02-19
2025-02-19 03:42:54+00:00,@Mdy_Asmara1701 Biarkan saja fasilitas sekolah rusak atau tidak yang penting makan siang gak bergizi gratis🤭,biarkan saja fasilitas sekolah rusak atau tidak yang penting makan siang gak bergizi gratis,biarkan saja fasilitas sekolah rusak atau tidak yang penting makan siang enggak bergizi gratis,biarkan fasilitas sekolah rusak makan siang bergizi gratis,biar fasilitas sekolah rusak makan siang gizi gratis,"['biar', 'fasilitas', 'sekolah', 'rusak', 'makan', 'siang', 'gizi', 'gratis']",negatif,"[0.0003589630068745464, 0.05416854843497276, 0.9454724788665771]",2025-02-19
2025-02-19 03:41:13+00:00,"hapus makan siang bergizi gratis,alihkan untuk pendidikan gratis dengan prioritas di daerah timur indonesia,open publik aliran dananya,agar semua bisa memantau,sesederhana itu saja",hapus makan siang bergizi gratisalihkan untuk pendidikan gratis dengan prioritas di daerah timur indonesiaopen publik aliran dananyaagar semua bisa memantausesederhana itu saja,hapus makan siang bergizi gratisalihkan untuk pendidikan gratis dengan prioritas di daerah timur indonesiaopen publik aliran dananyaagar semua bisa memantausesederhana itu saja,hapus makan siang bergizi gratisalihkan pendidikan gratis prioritas daerah timur indonesiaopen publik aliran dananyaagar memantausesederhana,hapus makan siang gizi gratisalihkan didik gratis prioritas daerah timur indonesiaopen publik alir dananyaagar memantausesederhana,"['hapus', 'makan', 'siang', 'gizi', 'gratisalihkan', 'didik', 'gratis', 'prioritas', 'daerah', 'timur', 'indonesiaopen', 'publik', 'alir', 'dananyaagar', 'memantausesederhana']",netral,"[9.261840023100376e-05, 0.9997147917747498, 0.0001926291297422722]",2025-02-19
2025-02-19 03:36:46+00:00,"@barengwarga Noh, lu dengerin mereka, @prabowo. Buat apa lu ngasih makan siang bergizi gratis ke anaknya kalo gara2 itu sekeluarga malah jadi gak bisa makan. Pikirin gimana kepala keluarganya bisa gampang dapat kerja biar bisa ngasih makan keluarganya. Bukan malah lu yang ngurusin makannya.",noh lu dengerin mereka buat apa lu ngasih makan siang bergizi gratis ke anaknya kalo gara itu sekeluarga malah jadi gak bisa makan pikirin gimana kepala keluarganya bisa gampang dapat kerja biar bisa ngasih makan keluarganya bukan malah lu yang ngurusin makannya,noh lu dengarkan mereka buat apa lu mengasih makan siang bergizi gratis ke anaknya kalo gara itu sekeluarga malah jadi enggak bisa makan pikirin bagaimana kepala keluarganya bisa gampang dapat kerja biar bisa mengasih makan keluarganya bukan malah lu yang mengurusi makannya,noh lu dengarkan lu mengasih makan siang bergizi gratis anaknya kalo gara sekeluarga makan pikirin kepala keluarganya gampang kerja biar mengasih makan keluarganya lu mengurusi makannya,noh lu dengar lu asih makan siang gizi gratis anak kalo gara keluarga makan pikirin kepala keluarga gampang kerja biar asih makan keluarga lu urus makan,"['noh', 'lu', 'dengar', 'lu', 'asih', 'makan', 'siang', 'gizi', 'gratis', 'anak', 'kalo', 'gara', 'keluarga', 'makan', 'pikirin', 'kepala', 'keluarga', 'gampang', 'kerja', 'biar', 'asih', 'makan', 'keluarga', 'lu', 'urus', 'makan']",negatif,"[4.881787390331738e-05, 0.00015153584536165, 0.9997996687889099]",2025-02-19
2025-02-19 02:25:51+00:00,"Posted @withregram • @divisihumaspolri Polri melalui Polres Kampar membangun dapur umum untuk menyediakan makan siang bergizi gratis bagi para siswa yang berada di Kabupaten Kampar, Riau. Sebanyak 150 kotak makan siang bergizi disiapkan dan didistribusikan untuk para siswa. https://t.co/4qVhYlSneJ",posted polri melalui polres kampar membangun dapur umum untuk menyediakan makan siang bergizi gratis bagi para siswa yang berada di kabupaten kampar riau sebanyak kotak makan siang bergizi disiapkan dan didistribusikan untuk para siswa,posted polri melalui polres kampar membangun dapur umum untuk menyediakan makan siang bergizi gratis bagi para siswa yang berada di kabupaten kampar riau sebanyak kotak makan siang bergizi disiapkan dan didistribusikan untuk para siswa,posted polri polres kampar membangun dapur menyediakan makan siang bergizi gratis siswa kabupaten kampar riau kotak makan siang bergizi disiapkan didistribusikan siswa,posted polri polres kampar bangun dapur sedia makan siang gizi gratis siswa kabupaten kampar riau kotak makan siang gizi siap distribusi siswa,"['posted', 'polri', 'polres', 'kampar', 'bangun', 'dapur', 'sedia', 'makan', 'siang', 'gizi', 'gratis', 'siswa', 'kabupaten', 'kampar', 'riau', 'kotak', 'makan', 'siang', 'gizi', 'siap', 'distribusi', 'siswa']",netral,"[0.00014457828365266323, 0.9996860027313232, 0.00016948288248386234]",2025-02-19
2025-02-19 02:10:16+00:00,@convomf EMANG HUBUNGANNYA MAKAN SIANG GRATIS YG GAK MEMENUHI GIZI ITU SAMA KEPINTARAN APAAN AJGG?? 😭😭😭 dia kira makan siang gratis tuh full lauk yg bergizi gitu kah?? kocak kocak.. sampe sekarang aja sekolah gua belum ada tuh makan siang gratis,emang hubungannya makan siang gratis yg gak memenuhi gizi itu sama kepintaran apaan ajgg dia kira makan siang gratis tuh full lauk yg bergizi gitu kah kocak kocak sampe sekarang aja sekolah gua belum ada tuh makan siang gratis,memang hubungannya makan siang gratis yang enggak memenuhi gizi itu sama kepintaran apaan ajgg dia kira makan siang gratis tuh full lauk yang bergizi begitu kah kocak kocak sampai sekarang saja sekolah gua belum ada tuh makan siang gratis,hubungannya makan siang gratis memenuhi gizi kepintaran ajgg makan siang gratis tuh full lauk bergizi kah kocak kocak sekolah gua tuh makan siang gratis,hubung makan siang gratis penuh gizi pintar ajgg makan siang gratis tuh full lauk gizi kah kocak kocak sekolah gua tuh makan siang gratis,"['hubung', 'makan', 'siang', 'gratis', 'penuh', 'gizi', 'pintar', 'ajgg', 'makan', 'siang', 'gratis', 'tuh', 'full', 'lauk', 'gizi', 'kah', 'kocak', 'kocak', 'sekolah', 'gua', 'tuh', 'makan', 'siang', 'gratis']",netral,"[0.0824664756655693, 0.916365921497345, 0.00116750318557024]",2025-02-19
2025-02-19 01:14:35+00:00,makan siang bergizi gratis tapi bayarannya ortu diphk  kenapa sih hal kecil kaya gini aja harus bohong ☹️,makan siang bergizi gratis tapi bayarannya ortu diphk kenapa sih hal kecil kaya gini aja harus bohong,makan siang bergizi gratis tapi bayarannya orang tua diphk kenapa sih hal kecil kayak begini saja harus bohong,makan siang bergizi gratis bayarannya orang tua diphk sih kayak bohong,makan siang gizi gratis bayar orang tua diphk sih kayak bohong,"['makan', 'siang', 'gizi', 'gratis', 'bayar', 'orang', 'tua', 'diphk', 'sih', 'kayak', 'bohong']",negatif,"[3.9110062061809e-05, 0.0005757067119702697, 0.9993851184844971]",2025-02-19
2025-02-18 12:48:04+00:00,"nagih sekolah dan akses kesehatan gratis, soalnya emang hak negara untuk mensejahterakan seluruh rakyatnya dengan adil. kalau cuma makan siang bergizi gratis (MBG) emang seluruh lapisan masyarakat kena? kan engga, targetnya cuma anak sekolah aja.",nagih sekolah dan akses kesehatan gratis soalnya emang hak negara untuk mensejahterakan seluruh rakyatnya dengan adil kalau cuma makan siang bergizi gratis mbg emang seluruh lapisan masyarakat kena kan engga targetnya cuma anak sekolah aja,nagih sekolah dan akses kesehatan gratis soalnya memang hak negara untuk mensejahterakan seluruh rakyatnya dengan adil kalau cuma makan siang bergizi gratis makan bergizi gratis memang seluruh lapisan masyarakat kena kan enggak targetnya cuma anak sekolah saja,nagih sekolah akses kesehatan gratis hak negara mensejahterakan rakyatnya adil makan siang bergizi gratis makan bergizi gratis lapisan masyarakat kena targetnya anak sekolah,nagih sekolah akses sehat gratis hak negara sejahtera rakyat adil makan siang gizi gratis makan gizi gratis lapis masyarakat kena target anak sekolah,"['nagih', 'sekolah', 'akses', 'sehat', 'gratis', 'hak', 'negara', 'sejahtera', 'rakyat', 'adil', 'makan', 'siang', 'gizi', 'gratis', 'makan', 'gizi', 'gratis', 'lapis', 'masyarakat', 'kena', 'target', 'anak', 'sekolah']",negatif,"[0.0001727833441691473, 0.011888297274708748, 0.9879388809204102]",2025-02-18
2025-02-18 12:14:47+00:00,"makan gratis yg cuma pas siang, bergizi bergizi bgt juga nggak. gak tiba2 bikin masyarakat indonesia punya gelar sarjana atau tiba2 punya knowledge yang luas. pemikiran, attitude org yg BERPENDIDIKAN sama nggak tu BEDA BANGET. kualitasnya keliatan bgt lho...",makan gratis yg cuma pas siang bergizi bergizi bgt juga nggak gak tiba bikin masyarakat indonesia punya gelar sarjana atau tiba punya knowledge yang luas pemikiran attitude org yg berpendidikan sama nggak tu beda banget kualitasnya keliatan bgt lho,makan gratis yang cuma pas siang bergizi bergizi banget juga enggak enggak tiba bikin masyarakat indonesia punya gelar sarjana atau tiba punya knowledge yang luas pemikiran attitude orang yang berpendidikan sama enggak itu beda banget kualitasnya kelihatan banget lho,makan gratis pas siang bergizi bergizi banget bikin masyarakat indonesia gelar sarjana knowledge luas pemikiran attitude orang berpendidikan beda banget kualitasnya banget lho,makan gratis pas siang gizi gizi banget bikin masyarakat indonesia gelar sarjana knowledge luas pikir attitude orang didik beda banget kualitas banget lho,"['makan', 'gratis', 'pas', 'siang', 'gizi', 'gizi', 'banget', 'bikin', 'masyarakat', 'indonesia', 'gelar', 'sarjana', 'knowledge', 'luas', 'pikir', 'attitude', 'orang', 'didik', 'beda', 'banget', 'kualitas', 'banget', 'lho']",positif,"[0.6011341214179993, 0.03417624905705452, 0.3646896481513977]",2025-02-18
2025-02-18 12:03:48+00:00,"Mari kita liat menu2 MBG alias makan siang bergizi gaes, let's go !",mari kita liat menu mbg alias makan siang bergizi gaes lets go,mari kita lihat menu makan bergizi gratis alias makan siang bergizi guys lets go,mari lihat menu makan bergizi gratis alias makan siang bergizi guys lets go,mari lihat menu makan gizi gratis alias makan siang gizi guys lets go,"['mari', 'lihat', 'menu', 'makan', 'gizi', 'gratis', 'alias', 'makan', 'siang', 'gizi', 'guys', 'lets', 'go']",netral,"[0.0010746470652520657, 0.9987642765045166, 0.00016114678874146193]",2025-02-18
2025-02-18 11:11:55+00:00,"Kapolres Sukabumi, AKBP Dr. H. Samian, S.H., S.I.K., https://t.co/Wuo5SO7I5p., memantau langsung pelaksanaan makan siang bergizi gratis untuk masyarakat Sukabumi. Kegiatan ini bertujuan untuk meningkatkan kualitas gizi masyarakat dan mendukung program kesejahteraan. https://t.co/XQAAoh088y",kapolres sukabumi akbp dr h samian sh sik memantau langsung pelaksanaan makan siang bergizi gratis untuk masyarakat sukabumi kegiatan ini bertujuan untuk meningkatkan kualitas gizi masyarakat dan mendukung program kesejahteraan,kapolres sukabumi akbp dari h samian sh sik memantau langsung pelaksanaan makan siang bergizi gratis untuk masyarakat sukabumi kegiatan ini bertujuan untuk meningkatkan kualitas gizi masyarakat dan mendukung program kesejahteraan,kapolres sukabumi akbp h samian sh sik memantau langsung pelaksanaan makan siang bergizi gratis masyarakat sukabumi kegiatan bertujuan meningkatkan kualitas gizi masyarakat mendukung program kesejahteraan,kapolres sukabumi akbp h sami sh sik pantau langsung laksana makan siang gizi gratis masyarakat sukabumi giat tuju tingkat kualitas gizi masyarakat dukung program sejahtera,"['kapolres', 'sukabumi', 'akbp', 'h', 'sami', 'sh', 'sik', 'pantau', 'langsung', 'laksana', 'makan', 'siang', 'gizi', 'gratis', 'masyarakat', 'sukabumi', 'giat', 'tuju', 'tingkat', 'kualitas', 'gizi', 'masyarakat', 'dukung', 'program', 'sejahtera']",netral,"[0.0002906230802182108, 0.9994001388549805, 0.0003092245024163276]",2025-02-18
2025-02-18 10:57:17+00:00,@Ronnie_Rusli Begini looks nya makan bergizi gratis tadi siang prof. https://t.co/FQmgMLfFIA,begini looks nya makan bergizi gratis tadi siang prof,begini looks nya makan bergizi gratis tadi siang prof,looks nya makan bergizi gratis siang prof,looks nya makan gizi gratis siang prof,"['looks', 'nya', 'makan', 'gizi', 'gratis', 'siang', 'prof']",netral,"[0.022640138864517212, 0.9767632484436035, 0.0005966771859675646]",2025-02-18
2025-02-18 09:55:26+00:00,"Gabungan mahasiswa hari ini aksi #IndonesiaGelap   “ Krisis kebijakan dan krisis moralitas “  Tolak makan siang bergizi gratis Tolak danantara Tolak hidup jokowi jadi adili jokowi  Mahasewa ndasmu “ kita di didik berfikir, bukan siap pak ..! Siap pak .!! “  #daruratindonesia https://t.co/lmHposCXaw",gabungan mahasiswa hari ini aksi krisis kebijakan dan krisis moralitas tolak makan siang bergizi gratis tolak danantara tolak hidup jokowi jadi adili jokowi mahasewa ndasmu kita di didik berfikir bukan siap pak siap pak,gabungan mahasiswa hari ini aksi krisis kebijakan dan krisis moralitas tolak makan siang bergizi gratis tolak danantara tolak hidup jokowi jadi adili jokowi mahasewa ndasmu kita di didik berpikir bukan siap pak siap pak,gabungan mahasiswa aksi krisis kebijakan krisis moralitas tolak makan siang bergizi gratis tolak danantara tolak hidup jokowi adili jokowi mahasewa ndasmu didik berpikir,gabung mahasiswa aksi krisis bijak krisis moralitas tolak makan siang gizi gratis tolak danantara tolak hidup jokowi adil jokowi mahasewa ndasmu didik pikir,"['gabung', 'mahasiswa', 'aksi', 'krisis', 'bijak', 'krisis', 'moralitas', 'tolak', 'makan', 'siang', 'gizi', 'gratis', 'tolak', 'danantara', 'tolak', 'hidup', 'jokowi', 'adil', 'jokowi', 'mahasewa', 'ndasmu', 'didik', 'pikir']",negatif,"[0.0023858060594648123, 0.26879578828811646, 0.728818416595459]",2025-02-18
2025-02-18 08:58:42+00:00,"Rakyat melawan, mahasiswa melawan menolak peraturan. Kami gak butuh makan siang gratis yang kami butuhkan PENDIDIKAN BERGIZI @DPR_RI @setkabgoid  #IndonesiaGelap #indonesiamasters2025 #Danantara #IndonesiaGelapNdasMu #PergiAjaDulu #HidupJokowi ditangan rakyat Indonesia https://t.co/ZJ9Uc7JaOJ",rakyat melawan mahasiswa melawan menolak peraturan kami gak butuh makan siang gratis yang kami butuhkan pendidikan bergizi ditangan rakyat indonesia,rakyat melawan mahasiswa melawan menolak peraturan kami enggak butuh makan siang gratis yang kami butuhkan pendidikan bergizi ditangan rakyat indonesia,rakyat melawan mahasiswa melawan menolak peraturan butuh makan siang gratis butuhkan pendidikan bergizi ditangan rakyat indonesia,rakyat lawan mahasiswa lawan tolak atur butuh makan siang gratis butuh didik gizi tang rakyat indonesia,"['rakyat', 'lawan', 'mahasiswa', 'lawan', 'tolak', 'atur', 'butuh', 'makan', 'siang', 'gratis', 'butuh', 'didik', 'gizi', 'tang', 'rakyat', 'indonesia']",negatif,"[0.000877935322932899, 0.013364388607442379, 0.9857577085494995]",2025-02-18
